"phase","analysis","gene1","gene2","dataset","R","p_value","status","path"
"ph1","chromatin_vs_heme","BRD4","HMBS","LUSC_Normal",-0.28,"0.048","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","PAAD_Normal",-1,"0.083","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","PCPG_Normal",-0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","PRAD_Normal",0.082,"0.56","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","READ_Normal",0.18,"0.63","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","STAD_Normal",-0.39,"0.02","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","THCA_Normal",-0.23,"0.084","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","HMBS","UCEC_Normal",-0.29,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_HMBS__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","BLCA_Normal",-0.38,"0.1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","BRCA_Normal",0.73,"4.7e-20","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","CESC_Normal",1,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","CHOL_Normal",0.37,"0.34","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","COAD_Normal",0.25,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","ESCA_Normal",0.6,"0.032","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","HNSC_Normal",0.17,"0.28","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","KICH_Normal",0.021,"0.92","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","KIRC_Normal",0.35,"0.0025","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","KIRP_Normal",0.47,"0.0066","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","LIHC_Normal",0.15,"0.3","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","LUAD_Normal",0.17,"0.21","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","LUSC_Normal",0.018,"0.9","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","PAAD_Normal",0.2,"0.92","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","PRAD_Normal",-0.19,"0.18","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","READ_Normal",-0.35,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","STAD_Normal",0.78,"1.6e-08","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","THCA_Normal",-0.035,"0.79●","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","PPOX","UCEC_Normal",-0.3,"0.32","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_PPOX__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","BLCA_Normal",0.18,"0.46","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","BRCA_Normal",-0.23,"0.016","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","CHOL_Normal",0.1,"0.81","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","COAD_Normal",-0.32,"0.043","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","ESCA_Normal",0.92,"0","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","HNSC_Normal",-0.042,"0.79","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","KICH_Normal",-0.38,"0.058","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","KIRC_Normal",0.14,"0.25","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","KIRP_Normal",0.25,"0.17","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","LIHC_Normal",0.066,"0.65","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","LUAD_Normal",-0.39,"0.0023","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","LUSC_Normal",-0.41,"0.0033","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","PAAD_Normal",-0.4,"0.75","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","PRAD_Normal",0.056,"0.69","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","READ_Normal",-0.47,"0.18","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","STAD_Normal",0.55,"0.00063","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","THCA_Normal",-0.023,"0.86","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROD","UCEC_Normal",-0.093,"0.76","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROD__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","BLCA_Normal",0.16,"0.52","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","BRCA_Normal",-0.1,"0.29","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","CHOL_Normal",-0.18,"0.64","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","COAD_Normal",-0.11,"0.47","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","ESCA_Normal",0.96,"0","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","HNSC_Normal",-0.11,"0.47","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","KICH_Normal",-0.55,"0.0047","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","KIRC_Normal",0.084,"0.48","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","KIRP_Normal",0.14,"0.44","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","LIHC_Normal",0.037,"0.8","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","LUAD_Normal",-0.27,"0.038","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","LUSC_Normal",-0.37,"0.0077","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","PAAD_Normal",-0.8,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","PCPG_Normal",-0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","PRAD_Normal",0.055,"0.7","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","READ_Normal",-0.055,"0.89","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","STAD_Normal",0.39,"0.021","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","THCA_Normal",-0.12,"0.35","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD4","UROS","UCEC_Normal",-0.58,"0.043","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD4_vs_UROS__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","Adipose_Subcutaneous",-0.18,"0.0015","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__Adipose_Subcutaneous__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","BLCA_Normal",0.047,"0.85","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","BRCA_Normal",-0.37,"5.9e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","CHOL_Normal",-0.23,"0.55","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","COAD_Normal",-0.45,"0.0033","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","ESCA_Normal",-0.21,"0.48","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","HNSC_Normal",0.16,"0.31","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","KICH_Normal",-0.59,"0.0023","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","KIRC_Normal",-0.46,"6.3e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","KIRP_Normal",-0.4,"0.025","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","LIHC_Normal",0.11,"0.44","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","LUAD_Normal",-0.31,"0.017","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","LUSC_Normal",0.14,"0.34","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","PAAD_Normal",0.2,"0.92","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","PCPG_Normal",-0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","PRAD_Normal",-0.051,"0.72","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","READ_Normal",-0.7,"0.031","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","STAD_Normal",-0.019,"0.91","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","THCA_Normal",-0.4,"0.002","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","THYM_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAD","UCEC_Normal",0.63,"0.025","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAD__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","Adipose_Subcutaneous",0.012,"0.83","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__Adipose_Subcutaneous__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","BLCA_Normal",-0.43,"0.065","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","BRCA_Normal",0.0068,"0.94","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","CHOL_Normal",0.38,"0.31","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","COAD_Normal",-0.15,"0.36","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","ESCA_Normal",0.79,"0.0021","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","HNSC_Normal",0.2,"0.19","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","KICH_Normal",-0.27,"0.2","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","KIRC_Normal",0.35,"0.0027","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","KIRP_Normal",0.45,"0.011","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","LIHC_Normal",0.13,"0.36","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","LUAD_Normal",0.15,"0.25","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","LUSC_Normal",0.031,"0.83","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","PAAD_Normal",1,"0.083","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","PCPG_Normal",1,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__PCPG_Normal__spearman.pdf"
