"phase","analysis","gene1","gene2","dataset","R","p_value","status","path"
"ph1","chromatin_vs_heme","BRD2","CPOX","BLCA_Normal",-0.19,"0.44","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","BRCA_Normal",0.72,"2.5e-19","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","CHOL_Normal",-0.53,"0.15","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","COAD_Normal",0.47,"0.0021","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","ESCA_Normal",0.71,"0.0088","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","HNSC_Normal",0.56,"8.7e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","KICH_Normal",0.38,"0.064","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","KIRC_Normal",0.56,"2.6e-07","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","KIRP_Normal",0.53,"0.0016","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","LIHC_Normal",-0.032,"0.83","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","LUAD_Normal",0.44,"0.00057","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","LUSC_Normal",0.11,"0.47","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","PAAD_Normal",-0.8,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","PRAD_Normal",0.62,"1.1e-06","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","READ_Normal",0.62,"0.06","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","STAD_Normal",0.45,"0.0053","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","THCA_Normal",0.45,"0.00033","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","CPOX","UCEC_Normal",0.53,"0.067","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_CPOX__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","BLCA_Normal",-0.47,"0.043","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","BRCA_Normal",0.61,"1.1e-12","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","CHOL_Normal",-0.42,"0.27","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","COAD_Normal",0.08,"0.62","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","ESCA_Normal",0.7,"0.0096","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","HNSC_Normal",0.12,"0.43","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","KICH_Normal",0.21,"0.3","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","KIRC_Normal",0.28,"0.016","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","KIRP_Normal",0.25,"0.16","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","LIHC_Normal",0.096,"0.51","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","LUAD_Normal",0.15,"0.25","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","LUSC_Normal",0.21,"0.14","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","PAAD_Normal",-0.4,"0.75","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","PRAD_Normal",0.31,"0.025","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","READ_Normal",0.33,"0.35","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","STAD_Normal",0.72,"2e-06","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","THCA_Normal",0.62,"1.4e-07","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","FECH","UCEC_Normal",0.12,"0.7","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_FECH__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","BLCA_Normal",-0.38,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","BRCA_Normal",0.14,"0.15","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","CHOL_Normal",-0.4,"0.29","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","COAD_Normal",0.27,"0.094","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","ESCA_Normal",0.75,"0.0044","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","HNSC_Normal",0.16,"0.29","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","KICH_Normal",-0.05,"0.81","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","KIRC_Normal",0.47,"3.1e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","KIRP_Normal",0.42,"0.018","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","LIHC_Normal",0.19,"0.18","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","LUAD_Normal",-0.4,"0.0017","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","LUSC_Normal",-0.35,"0.013","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","PAAD_Normal",-0.2,"0.92","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","PRAD_Normal",0.31,"0.024","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","READ_Normal",-0.68,"0.035","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","STAD_Normal",-0.15,"0.39","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","THCA_Normal",-0.032,"0.81","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","HMBS","UCEC_Normal",-0.082,"0.79","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_HMBS__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","BLCA_Normal",0.14,"0.58","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","BRCA_Normal",0.72,"3.2e-19","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","CESC_Normal",1,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","CHOL_Normal",-0.067,"0.88","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","COAD_Normal",0.22,"0.16","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","ESCA_Normal",0.64,"0.021","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","HNSC_Normal",0.23,"0.14","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","KICH_Normal",0.18,"0.38","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","KIRC_Normal",0.37,"0.0015","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","KIRP_Normal",0.63,"0.00011","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","LIHC_Normal",0.26,"0.072","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","LUAD_Normal",0.3,"0.02","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","LUSC_Normal",0.09,"0.53","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","PAAD_Normal",1,"0.083","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","PCPG_Normal",-0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","PRAD_Normal",0.32,"0.022","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","READ_Normal",0.5,"0.14","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","STAD_Normal",0.76,"6.8e-08","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","THCA_Normal",0.15,"0.25","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","PPOX","UCEC_Normal",0.25,"0.4","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_PPOX__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","BLCA_Normal",-0.53,"0.021","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","BRCA_Normal",-0.28,"0.0028","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","CHOL_Normal",-0.42,"0.27","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","COAD_Normal",-0.28,"0.074","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","ESCA_Normal",0.87,"0.00012","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","HNSC_Normal",-0.072,"0.64","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","KICH_Normal",-0.32,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","KIRC_Normal",0.15,"0.2","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","KIRP_Normal",0.34,"0.055","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","LIHC_Normal",0.11,"0.46","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","LUAD_Normal",-0.36,"0.0055","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","LUSC_Normal",-0.39,"0.006","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","PAAD_Normal",-0.8,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","PCPG_Normal",1,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","PRAD_Normal",0.086,"0.55","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","READ_Normal",-0.15,"0.68","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","STAD_Normal",0.66,"2.3e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","THCA_Normal",0.24,"0.066","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROD","UCEC_Normal",-0.53,"0.064","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROD__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","BLCA_Normal",-0.63,"0.0046","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","BRCA_Normal",-0.096,"0.31","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","CHOL_Normal",-0.45,"0.23","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","COAD_Normal",-0.089,"0.58","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","UROS","ESCA_Normal",0.97,"0","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_UROS__ESCA_Normal__spearman.pdf"
